sub_subcategory_id,sub_subcategory_name,category_id,category_name,deal_id,sic,sic_description,sic_6_digit,sic_6_digit_description,SIC 8-digit,8_digit_Description,naics,naics_description
140,Weight Loss,2,Medical Services,11,8049,Health and Allied Services NEC,804999,Weight Loss,80939905.0,"Weight loss clinic, with medical staff",621399,Offices of All Other Miscellaneous Health Practitioners
188,Wound Care,2,Medical Services,11,8011,Offices and Clinics of Doctors of Medicine,801199,Wound Care,34930102.0,"Helical springs, hot wound: railroad equip., etc.",621111,Offices of Physicians (except Mental Health Specialists)
658,Agriculture,13,Other,11,191,"General Farms, Primarily Crop",19100,Agriculture,96419901.0,Agriculture extension service,111998,All Other Miscellaneous Crop Farming
667,Animal Husbandry,13,Other,11,291,"General Farms, Primarily Livestock and Animal Specialties",29100,Animal Husbandry,2730000.0,Animal aquaculture,112990,All Other Animal Production
668,Beekeeping,13,Other,11,279,Animal Specialties NEC,27900,Beekeeping,24999903.0,"Beekeeping supplies, wood",112910,Apiculture
669,Charitable Organizations,13,Other,11,8399,Social Services NEC,839900,Charitable Organizations,86999904.0,Charitable organization,813219,Other Grantmaking and Giving Services
659,Churches/Religious,13,Other,11,8661,Religious Organizations,866100,Churches/Religious,86610100.0,"Churches, temples, and shrines",813110,Religious Organizations
670,Community Organizations,13,Other,11,8641,"Civic, Social, and Fraternal Associations",864100,Community Organizations,65120204.0,"Shopping center, community (100,000-300,000 sq. ft.)",813410,Civic and Social Organizations
660,Construction,13,Other,11,1521,General Contractors-Single-Family Houses,152100,Construction,14420000.0,Construction sand and gravel,236115,New Single-Family Housing Construction (except Operative Builders)
671,Environmental Services,13,Other,11,8748,Business Consulting Services NEC,874800,Environmental Services,49590302.0,Environmental cleanup services,541620,Environmental Consulting Services
661,Farming,13,Other,11,191,"General Farms, Primarily Crop",19100,Farming,7220000.0,Crop harvesting,111998,All Other Miscellaneous Crop Farming
666,Forestry,13,Other,11,851,Forestry Services,85100,Forestry,8510000.0,Forestry services,115310,Support Activities for Forestry
672,Foundations,13,Other,11,8733,Noncommercial Research Organizations,873300,Foundations,25150100.0,Mattresses and foundations,813211,Grantmaking Foundations
673,Logging,13,Other,11,2411,Logging,241100,Logging,13899920.0,Well logging,113310,Logging
662,Manufacturing,13,Other,11,3999,Manufacturing Industries NEC,399900,Manufacturing,24119904.0,Stumping for turpentine or powder manufacturing,333999,All Other Miscellaneous General Purpose Machinery Manufacturing
663,Mining,13,Other,11,1499,"Miscellaneous Nonmetallic Minerals, Except Fuels",149900,Mining,10110100.0,Iron ore mining,212399,All Other Nonmetallic Mineral Mining
664,Non-Profit,13,Other,11,8399,Social Services NEC,839900,Non-Profit,20239906.0,"Eggnog, packaged: non-alcoholic",813219,Other Grantmaking and Giving Services
674,Ranching,13,Other,11,212,"Beef Cattle, Except Feedlots",21200,Ranching,2110000.0,Beef cattle feedlots,112111,Beef Cattle Ranching and Farming
675,Religious Organizations,13,Other,11,8661,Religious Organizations,866100,Religious Organizations,86610000.0,Religious organizations,813110,Religious Organizations
676,Social Organizations,13,Other,11,8641,"Civic, Social, and Fraternal Associations",864100,Social Organizations,80490403.0,Psychiatric social worker,813410,Civic and Social Organizations
665,Utilities,13,Other,11,4911,Electric Services,491100,Utilities,16239906.0,Underground utilities contractor,221122,Electric Power Distribution
677,Wildlife Conservation,13,Other,11,9512,"Land, Mineral, Wildlife, and Forest Conservation",951200,Wildlife Conservation,95120101.0,"Fish and wildlife conservation agency, government",712190,Nature Parks and Other Similar Institutions
515,Appliance Repair,8,Personal Services,11,7623,Refrigeration and Air-Conditioning Services,762300,Appliance Repair,76290300.0,Electrical household appliance repair,811412,Appliance Repair and Maintenance
480,Audio/Video,8,Personal Services,11,7389,Business Services NEC,738900,Audio/Video,36510000.0,Household audio and video equipment,811211,Consumer Electronics Repair and Maintenance
516,Auto Glass,8,Personal Services,11,7536,Automotive Glass Replacement Shops,753600,Auto Glass,17930000.0,Glass and glazing work,811122,Automotive Glass Replacement Shops
517,Auto Repair,8,Personal Services,11,7538,General Automotive Repair Shops,753800,Auto Repair,75499903.0,High performance auto repair and service,811111,General Automotive Repair
481,Bed & Breakfast,8,Personal Services,11,7011,Hotels and Motels,701100,Bed & Breakfast,70110401.0,Bed and breakfast inn,721191,Bed and Breakfast Inns
518,Carpet Cleaning,8,Personal Services,11,7217,Carpet and Upholstery Cleaning,721700,Carpet Cleaning,72170000.0,Carpet and upholstery cleaning,561740,Carpet and Upholstery Cleaning Services
482,Catering,8,Personal Services,11,5812,Eating Places,581200,Catering,58129903.0,Caterers,722320,Caterers
483,Childcare,8,Personal Services,11,8351,Child Day Care Services,835100,Childcare,83510000.0,Child day care services,624410,Child Day Care Services
484,Cleaning Services,8,Personal Services,11,7349,Building Cleaning and Maintenance Services NEC,734900,Cleaning Services,7230205.0,Grain cleaning services,561720,Janitorial Services
485,Computer Repair,8,Personal Services,11,7378,Computer Maintenance and Repair,737800,Computer Repair,73780000.0,Computer maintenance and repair,811212,Computer and Office Machine Repair and Maintenance
519,Computer Services,8,Personal Services,11,7378,Computer Maintenance and Repair,737800,Computer Services,73730300.0,Computer system selling services,811212,Computer and Office Machine Repair and Maintenance
520,Construction,8,Personal Services,11,1521,General Contractors-Single-Family Houses,152100,Construction,14420000.0,Construction sand and gravel,236115,New Single-Family Housing Construction (except Operative Builders)
486,Dating Services,8,Personal Services,11,7299,Miscellaneous Personal Services,729900,Dating Services,72990300.0,Dating and escort services,812199,Other Personal Care Services
521,Day Care,8,Personal Services,11,8351,Child Day Care Services,835100,Day Care,83519901.0,Group day care center,624410,Child Day Care Services
487,Dentist/Medical,8,Personal Services,11,8021,Offices and Clinics of Dentists,802100,Dentist/Medical,30690100.0,Medical and laboratory rubber sundries and related products,621210,Offices of Dentists
488,Dry Cleaning,8,Personal Services,11,7216,"Dry Cleaning Plants, Except Rug Cleaning",721600,Dry Cleaning,35899908.0,"Servicing machines, except dry cleaning, laundry: coin-oper.",812320,Drycleaning and Laundry Services (except Coin-Operated)
522,Elder Care,8,Personal Services,11,8082,Home Health Care Services,808200,Elder Care,59990905.0,Incontinent care products,621610,Home Health Care Services
523,Electrical,8,Personal Services,11,1731,Electrical Work,173100,Electrical,17310000.0,Electrical work,238210,Electrical Contractors and Other Wiring Installation Contractors
489,Event Planning,8,Personal Services,11,7389,Business Services NEC,738900,Event Planning,7810000.0,Landscape counseling and planning,561920,Convention and Trade Show Organizers
524,Exercise Equipment,8,Personal Services,11,7699,Repair Shops and Related Services NEC,769900,Exercise Equipment,39490300.0,Exercise equipment,811490,Other Personal and Household Goods Repair and Maintenance
525,Fencing,8,Personal Services,11,1799,Special Trade Contractors NEC,179900,Fencing,24991602.0,"Fencing, wood",238190,"Other Foundation, Structure, and Building Exterior Contractors"
490,Financial Services,8,Personal Services,11,6211,"Security Brokers, Dealers, and Flotation Companies",621100,Financial Services,73890900.0,Financial services,523120,Securities Brokerage
526,Flooring,8,Personal Services,11,1752,Floor Laying and Other Floor Work NEC,175200,Flooring,17529901.0,Access flooring system installation,238330,Flooring Contractors
491,Funeral Services,8,Personal Services,11,7261,Funeral Service and Crematories,726100,Funeral Services,72619902.0,Funeral director,812210,Funeral Homes and Funeral Services
492,Hair/Beauty,8,Personal Services,11,7231,Beauty Shops,723100,Hair/Beauty,39990104.0,"Hair curlers, designed for beauty parlors",812112,Beauty Salons
493,Handyman,8,Personal Services,11,1799,Special Trade Contractors NEC,179900,Handyman,72999905.0,Handyman service,561790,Other Services to Buildings and Dwellings
528,Home Inspection,8,Personal Services,11,7389,Business Services NEC,738900,Home Inspection,28999938.0,"Penetrants, inspection",541350,Building Inspection Services
529,Home Security,8,Personal Services,11,7382,Security Systems Services,738200,Home Security,34290206.0,Security cable locking systems,561621,Security Systems Services (except Locksmiths)
494,Hotels/Motels,8,Personal Services,11,7011,Hotels and Motels,701100,Hotels/Motels,70110000.0,Hotels and motels,721110,Hotels (except Casino Hotels) and Motels
530,Housekeeping,8,Personal Services,11,7349,Building Cleaning and Maintenance Services NEC,734900,Housekeeping,73490103.0,Hospital housekeeping,561720,Janitorial Services
527,HVAC,8,Personal Services,11,1711,"Plumbing, Heating, and Air-Conditioning",171100,HVAC,17110400.0,Heating and air conditioning contractors,238220,"Plumbing, Heating, and Air-Conditioning Contractors"
531,Insurance,8,Personal Services,11,6411,"Insurance Agents, Brokers, and Service",641100,Insurance,63110000.0,Life insurance,524210,Insurance Agencies and Brokerages
495,Interior Design,8,Personal Services,11,7389,Business Services NEC,738900,Interior Design,73890600.0,Interior design services,541410,Interior Design Services
532,Jewelry Repair,8,Personal Services,11,7631,"Watch, Clock, and Jewelry Repair",763100,Jewelry Repair,76310000.0,"Watch, clock, and jewelry repair",811490,Other Personal and Household Goods Repair and Maintenance
496,Landscaping,8,Personal Services,11,782,Lawn and Garden Services,78200,Landscaping,50830202.0,Landscaping equipment,561730,Landscaping Services
497,Laundromat,8,Personal Services,11,7215,Coin-Operated Laundry and Drycleaning,721500,Laundromat,72150000.0,Coin-operated laundries and cleaning,812310,Coin-Operated Laundries and Drycleaners
533,Lawn Care,8,Personal Services,11,782,Lawn and Garden Services,78200,Lawn Care,7820203.0,Lawn care services,561730,Landscaping Services
498,Legal Services,8,Personal Services,11,8111,Legal Services,811100,Legal Services,81110000.0,Legal services,541110,Offices of Lawyers
499,Locksmiths,8,Personal Services,11,7699,Repair Shops and Related Services NEC,769900,Locksmiths,76991103.0,Locksmith shop,561622,Locksmiths
534,Mailbox Services,8,Personal Services,11,7389,Business Services NEC,738900,Mailbox Services,73891603.0,Mailbox rental and related service,561431,Private Mail Centers
535,Massage,8,Personal Services,11,7299,Miscellaneous Personal Services,729900,Massage,72990201.0,Massage parlor,812199,Other Personal Care Services
500,Movers,8,Personal Services,11,4214,"Local Trucking, Without Storage",421400,Movers,42149902.0,"Household goods moving and storage, local",484210,Used Household and Office Goods Moving
536,Moving Services,8,Personal Services,11,4214,"Local Trucking, Without Storage",421400,Moving Services,42120400.0,Moving services,484210,Used Household and Office Goods Moving
501,Notary Services,8,Personal Services,11,7389,Business Services NEC,738900,Notary Services,39530106.0,"Seal presses, notary and hand",541199,All Other Legal Services
537,Painting,8,Personal Services,11,1721,Painting and Paper Hanging,172100,Painting,17210000.0,Painting and paper hanging,238320,Painting and Wall Covering Contractors
502,Personal Care,8,Personal Services,11,7299,Miscellaneous Personal Services,729900,Personal Care,80529902.0,Personal care facility,812199,Other Personal Care Services
538,Pest Control,8,Personal Services,11,7342,Disinfecting and Pest Control Services,734200,Pest Control,73420203.0,Pest control in structures,561710,Exterminating and Pest Control Services
503,Pet Services,8,Personal Services,11,752,Animal Specialty Services,75200,Pet Services,38450117.0,Position emission tomography (PET scanner),812910,Pet Care (except Veterinary) Services
504,Photography,8,Personal Services,11,7221,"Photographic Studios, Portrait",722100,Photography,48999902.0,Missile tracking by telemetry and photography,541921,"Photography Studios, Portrait"
505,Plumbing,8,Personal Services,11,1711,"Plumbing, Heating, and Air-Conditioning",171100,Plumbing,17110000.0,"Plumbing, heating, air-conditioning",238220,"Plumbing, Heating, and Air-Conditioning Contractors"
539,Pool Services,8,Personal Services,11,7389,Business Services NEC,738900,Pool Services,39490804.0,"Bridges, billiard and pool",561790,Other Services to Buildings and Dwellings
506,Real Estate,8,Personal Services,11,6531,Real Estate Agents and Managers,653100,Real Estate,65310000.0,Real estate agents and managers,531210,Offices of Real Estate Agents and Brokers
507,Repair Services,8,Personal Services,11,7699,Repair Shops and Related Services NEC,769900,Repair Services,45810200.0,Aircraft maintenance and repair services,811490,Other Personal and Household Goods Repair and Maintenance
540,Roofing,8,Personal Services,11,1761,"Roofing, Siding, and Sheet Metal Work",176100,Roofing,17610000.0,"Roofing, siding, and sheetmetal work",238160,Roofing Contractors
541,Shoe Repair,8,Personal Services,11,7251,Shoe Repair Shops and Shoeshine Parlors,725100,Shoe Repair,72510000.0,Shoe repair and shoeshine parlors,811430,Footwear and Leather Goods Repair
542,Snow Removal,8,Personal Services,11,782,Lawn and Garden Services,78299,Snow Removal,14819902.0,"Overburden removal, nonmetallic minerals",561730,Landscaping Services
508,Storage/Self Storage,8,Personal Services,11,4225,General Warehousing and Storage,422500,Storage/Self Storage,42259903.0,"Warehousing, self storage",531130,Lessors of Miniwarehouses and Self-Storage Units
543,Swimming Pool,8,Personal Services,11,1799,Special Trade Contractors NEC,179900,Swimming Pool,34239917.0,Leaf skimmers or swimming pool rakes,238290,Other Building Equipment Contractors
509,Tax Services,8,Personal Services,11,7291,Tax Return Preparation Services,729100,Tax Services,73891300.0,Legal and tax services,541213,Tax Preparation Services
510,Transportation,8,Personal Services,11,4119,Local Passenger Transportation NEC,411900,Transportation,27520701.0,"Schedules, transportation: lithographed",485999,All Other Transit and Ground Passenger Transportation
511,Travel/Tourism,8,Personal Services,11,4724,Travel Agencies,472400,Travel/Tourism,37920000.0,Travel trailers and campers,561510,Travel Agencies
544,Tree Service,8,Personal Services,11,783,Ornamental Shrub and Tree Services,78300,Tree Service,1730000.0,Tree nuts,561730,Landscaping Services
512,Tutoring,8,Personal Services,11,8299,Schools and Educational Services NEC,829900,Tutoring,82990202.0,Tutoring school,611691,Exam Preparation and Tutoring
545,Upholstery,8,Personal Services,11,7217,Carpet and Upholstery Cleaning,721799,Upholstery,22110600.0,"Upholstery, tapestry and wall coverings: cotton",811420,Reupholstery and Furniture Repair
513,Vehicle Services,8,Personal Services,11,7538,General Automotive Repair Shops,753800,Vehicle Services,24260303.0,"Vehicle stock, hardwood",811111,General Automotive Repair
514,Wedding Services,8,Personal Services,11,7389,Business Services NEC,738900,Wedding Services,23350102.0,Wedding gowns and dresses,561920,Convention and Trade Show Organizers
546,Window Cleaning,8,Personal Services,11,7349,Building Cleaning and Maintenance Services NEC,734900,Window Cleaning,28420111.0,Window cleaning preparations,561790,Other Services to Buildings and Dwellings
547,Window Tinting,8,Personal Services,11,7536,Automotive Glass Replacement Shops,753699,Window Tinting,17510200.0,Window and door installation and erection,811122,Automotive Glass Replacement Shops
561,Accounting/Tax Services,9,Professional Services,11,8721,"Accounting, Auditing, and Bookkeeping Services",872100,Accounting/Tax Services,73891300.0,Legal and tax services,541211,Offices of Certified Public Accountants
562,Architecture,9,Professional Services,11,8712,Architectural Services,871200,Architecture,87120000.0,Architectural services,541310,Architectural Services
563,Auditing,9,Professional Services,11,8721,"Accounting, Auditing, and Bookkeeping Services",872100,Auditing,87210100.0,Auditing services,541211,Offices of Certified Public Accountants
548,Bail Bonds,9,Professional Services,11,6399,Insurance Carriers NEC,639900,Bail Bonds,36439905.0,"Rail bonds, electric: for propulsion and signal circuits",524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
564,Banking/Finance,9,Professional Services,11,6021,National Commercial Banks,602100,Banking/Finance,87420401.0,Banking and finance consultant,522110,Commercial Banking
565,Bookkeeping,9,Professional Services,11,8721,"Accounting, Auditing, and Bookkeeping Services",872100,Bookkeeping,87219901.0,Billing and bookkeeping service,541219,Other Accounting Services
566,Business Development,9,Professional Services,11,8748,Business Consulting Services NEC,874800,Business Development,10810102.0,"Mine development, metal",541611,Administrative Management and General Management Consulting Services
549,Business Services,9,Professional Services,11,7389,Business Services NEC,738900,Business Services,73890000.0,"Business services, nec",541990,"All Other Professional, Scientific, and Technical Services"
567,Construction Management,9,Professional Services,11,1542,General Contractors-Nonresidential Buildings,154200,Construction Management,87419902.0,Construction management,541330,Engineering Services
550,Consulting,9,Professional Services,11,8748,Business Consulting Services NEC,874800,Consulting,87119903.0,Consulting engineer,541611,Administrative Management and General Management Consulting Services
568,Credit Services,9,Professional Services,11,6141,Personal Credit Institutions,614100,Credit Services,61539901.0,"Credit card services, central agency collection",522291,Consumer Lending
551,Employment Services,9,Professional Services,11,7361,Employment Agencies,736100,Employment Services,73610102.0,Labor contractors (employment agency),561311,Employment Placement Agencies
552,Engineering,9,Professional Services,11,8711,Engineering Services,871100,Engineering,86219905.0,Engineering association,541330,Engineering Services
553,Financial Services,9,Professional Services,11,6211,"Security Brokers, Dealers, and Flotation Companies",621100,Financial Services,73890900.0,Financial services,523120,Securities Brokerage
554,Government Services,9,Professional Services,11,9199,General Government NEC,919900,Government Services,97219905.0,"Immigration services, government",921190,Other General Government Support
555,Healthcare Services,9,Professional Services,11,8099,Health and Allied Services NEC,809900,Healthcare Services,7119901.0,Fertilizer application services,621999,All Other Miscellaneous Ambulatory Health Care Services
569,Human Resources,9,Professional Services,11,8999,Services NEC,899900,Human Resources,94410200.0,Administration of social and human resources,541612,Human Resources Consulting Services
556,Insurance Services,9,Professional Services,11,6411,"Insurance Agents, Brokers, and Service",641100,Insurance Services,64110101.0,"Advisory services, insurance",524210,Insurance Agencies and Brokerages
570,Investment Services,9,Professional Services,11,6282,Investment Advice,628200,Investment Services,33240000.0,Steel investment foundries,523930,Investment Advice
557,Legal Services,9,Professional Services,11,8111,Legal Services,811100,Legal Services,81110000.0,Legal services,541110,Offices of Lawyers
571,Management Consulting,9,Professional Services,11,8748,Business Consulting Services NEC,874800,Management Consulting,87420000.0,Management consulting services,541611,Administrative Management and General Management Consulting Services
572,Marketing/Advertising,9,Professional Services,11,7311,Advertising Agencies,731100,Marketing/Advertising,27520201.0,"Advertising posters, lithographed",541810,Advertising Agencies
573,Payroll Services,9,Professional Services,11,7374,Computer Processing and Data Preparation and Processing Services,737400,Payroll Services,87210202.0,Payroll accounting service,541214,Payroll Services
574,Project Management,9,Professional Services,11,8748,Business Consulting Services NEC,874800,Project Management,87420402.0,Construction project management consultant,541611,Administrative Management and General Management Consulting Services
575,Public Relations,9,Professional Services,11,8743,Public Relations Services,874300,Public Relations,87439903.0,Public relations and publicity,541820,Public Relations Agencies
558,Real Estate Services,9,Professional Services,11,6531,Real Estate Agents and Managers,653100,Real Estate Services,65310000.0,Real estate agents and managers,531210,Offices of Real Estate Agents and Brokers
576,Recruiting,9,Professional Services,11,7361,Employment Agencies,736100,Recruiting,73610100.0,Placement agencies,561311,Employment Placement Agencies
577,Research Services,9,Professional Services,11,8732,"Commercial Economic, Sociological, and Educational Research",873200,Research Services,87320108.0,"Research services, except laboratory",541910,Marketing Research and Public Opinion Polling
578,Risk Management,9,Professional Services,11,8748,Business Consulting Services NEC,874800,Risk Management,9710101.0,Game management,541611,Administrative Management and General Management Consulting Services
579,Strategic Planning,9,Professional Services,11,8748,Business Consulting Services NEC,874800,Strategic Planning,7810000.0,Landscape counseling and planning,541611,Administrative Management and General Management Consulting Services
580,Surveying,9,Professional Services,11,8713,Surveying Services,871300,Surveying,13890205.0,Surveying wells,541370,Surveying and Mapping (except Geophysical) Services
559,Technology Services,9,Professional Services,11,7371,Computer Programming Services,737100,Technology Services,73790203.0,Online services technology consultants,541511,Custom Computer Programming Services
560,Training/Education,9,Professional Services,11,8299,Schools and Educational Services NEC,829900,Training/Education,37280501.0,Link trainers (aircraft training mechanisms),611430,Professional and Management Development Training
581,Valuation Services,9,Professional Services,11,7389,Business Services NEC,738900,Valuation Services,8519906.0,Timber valuation services,531320,Offices of Real Estate Appraisers
582,Veterinary Services,9,Professional Services,11,742,Veterinary Services for Animal Specialties,74200,Veterinary Services,7410000.0,Veterinary services for livestock,541940,Veterinary Services
758,Acai Bowl,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Acai Bowl,30890202.0,"Bowl covers, plastics",722513,Limited-Service Restaurants
797,Airline Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Airline Catering,47290101.0,Airline ticket offices,722320,Caterers
788,Airport Food,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Airport Food,36120301.0,Airport lighting transformers,722513,Limited-Service Restaurants
748,Bagel Shop,17,Quick Serve Restaurants,11,5461,Retail Bakeries,546100,Bagel Shop,34430000.0,Fabricated plate work (boiler shop),722513,Limited-Service Restaurants
739,Bakery,17,Quick Serve Restaurants,11,5461,Retail Bakeries,546100,Bakery,35560302.0,"Ovens, bakery",722513,Limited-Service Restaurants
803,BBQ Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,BBQ Catering,58129903.0,Caterers,722320,Caterers
836,Beach Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Beach Catering,49599901.0,Beach maintenance cleaning,722320,Caterers
738,Breakfast,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Breakfast,20430000.0,Cereal breakfast foods,722513,Limited-Service Restaurants
807,Breakfast Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Breakfast Catering,20430000.0,Cereal breakfast foods,722320,Caterers
740,Bubble Tea,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Bubble Tea,30899906.0,"Blister or bubble formed packaging, plastics",722513,Limited-Service Restaurants
823,Budget Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Budget Catering,93110201.0,"Budget agency, government",722320,Caterers
810,Buffet Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Buffet Catering,58129901.0,Buffet (eating places),722320,Caterers
750,Candy Store,17,Quick Serve Restaurants,11,5441,"Candy, Nut, and Confectionery Stores",544100,Candy Store,20640000.0,Candy and other confectionery products,445292,Confectionery and Nut Stores
753,Chocolate Shop,17,Quick Serve Restaurants,11,5441,"Candy, Nut, and Confectionery Stores",544100,Chocolate Shop,20269904.0,"Milk, chocolate",445292,Confectionery and Nut Stores
771,Cloud Kitchen,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Cloud Kitchen,89990501.0,Cloud seeding,722513,Limited-Service Restaurants
741,Coffee Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Coffee Shop,58120304.0,Coffee shop,722513,Limited-Service Restaurants
786,Concession Stand,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Concession Stand,79991505.0,Concession operator,722513,Limited-Service Restaurants
792,Corporate Cafeteria,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Corporate Cafeteria,39530103.0,"Embossing seals, corporate and official",722513,Limited-Service Restaurants
800,Corporate Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Corporate Catering,39530103.0,"Embossing seals, corporate and official",722320,Caterers
774,Counter Service,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Counter Service,17990603.0,Counter top installation,722513,Limited-Service Restaurants
796,Cruise Ship Dining,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Cruise Ship Dining,17519903.0,Ship joinery,722511,Full-Service Restaurants
767,Deli,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Deli,58120500.0,Family restaurants,722513,Limited-Service Restaurants
772,Delivery Only,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Delivery Only,42159903.0,"Package delivery, vehicular",722513,Limited-Service Restaurants
809,Dinner Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Dinner Catering,58129908.0,Dinner theater,722320,Caterers
742,Donut Shop,17,Quick Serve Restaurants,11,5461,Retail Bakeries,546100,Donut Shop,34430000.0,Fabricated plate work (boiler shop),722513,Limited-Service Restaurants
813,Drop-off Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Drop-off Catering,23940200.0,Canvas covers and drop cloths,722320,Caterers
760,Energy Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Energy Bar,17110403.0,Solar energy contractor,722513,Limited-Service Restaurants
826,Ethnic Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Ethnic Catering,20320200.0,"Ethnic foods, canned, jarred, etc.",722320,Caterers
798,Event Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Event Catering,79410200.0,Stadium event operator services,722320,Caterers
776,Express,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Express,22119914.0,"Express stripes, cotton",722513,Limited-Service Restaurants
812,Family Style Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Family Style Catering,83220501.0,Family (marriage) counseling,722320,Caterers
820,Farm-to-Table Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Farm-to-Table Catering,1190102.0,Cowpea farm,722320,Caterers
775,Fast Casual,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Fast Casual,31439901.0,"Boots, dress or casual: men's",722513,Limited-Service Restaurants
787,Food Court,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Food Court,73380000.0,Secretarial and court reporting,722513,Limited-Service Restaurants
784,Food Stand,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Food Stand,58120206.0,Soft drink stand,722330,Mobile Food Services
768,Food Truck,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Food Truck,30110107.0,Truck or bus inner tubes,722330,Mobile Food Services
754,Frozen Treats,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Frozen Treats,20139906.0,"Frozen meats, from purchased meat",722513,Limited-Service Restaurants
814,Full Service Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Full Service Catering,7220105.0,Threshing service,722320,Caterers
838,Garden Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Garden Catering,30520105.0,"Garden hose, rubber",722320,Caterers
755,Gelato Shop,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Gelato Shop,34430000.0,Fabricated plate work (boiler shop),722513,Limited-Service Restaurants
769,Ghost Kitchen,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Ghost Kitchen,89990303.0,Ghost writing,722513,Limited-Service Restaurants
818,Gluten-Free Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Gluten-Free Catering,20460111.0,Wheat gluten,722320,Caterers
821,Gourmet Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Gourmet Catering,54999904.0,Gourmet food stores,722320,Caterers
778,Grab & Go,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Grab & Go,58120500.0,Family restaurants,722513,Limited-Service Restaurants
816,Halal Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Halal Catering,58129903.0,Caterers,722320,Caterers
761,Health Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Health Bar,36410203.0,"Health lamps, infrared or ultraviolet",722513,Limited-Service Restaurants
802,Holiday Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Holiday Catering,58129903.0,Caterers,722320,Caterers
790,Hospital Cafeteria,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Hospital Cafeteria,23899906.0,Hospital gowns,722513,Limited-Service Restaurants
794,Hotel Restaurant,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Hotel Restaurant,15220202.0,"Renovation, hotel/motel",722511,Full-Service Restaurants
743,Ice Cream/Frozen Yogurt,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Ice Cream/Frozen Yogurt,20240000.0,Ice cream and frozen deserts,722513,Limited-Service Restaurants
833,Indoor Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Indoor Catering,36310100.0,Indoor cooking equipment,722320,Caterers
827,International Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,International Catering,97210000.0,International affairs,722320,Caterers
744,Juice Bar,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Juice Bar,20330108.0,"Tomato juice: packaged in cans, jars, etc.",722513,Limited-Service Restaurants
783,Kiosk,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Kiosk,58120500.0,Family restaurants,722513,Limited-Service Restaurants
815,Kosher Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Kosher Catering,58129903.0,Caterers,722320,Caterers
829,Local Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Local Catering,41110000.0,Local and suburban transit,722320,Caterers
808,Lunch Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Lunch Catering,59630206.0,Lunch wagon,722320,Caterers
830,Mobile Catering,17,Quick Serve Restaurants,11,5812,Eating Places,581200,Mobile Catering,24510202.0,Mobile classrooms,722330,Mobile Food Services
